external_id,deal_name,account_name,owner,service_line,market_segment,stage,forecast_category,stage_probability_pct,deal_entry_date,expected_close_date,closed_date,timeline,term_years,mw,capacity_basis,site_count,sqft,price_per_sqft,scan_frequency,flags_json,raw_revenue_tcv,annual_revenue_acv,weighted_revenue,low_estimate,selected_estimate,high_estimate,source_file,review_notes
STR-0029,Prologis MSA,Prologis,Megan Smethurst,StratoSight,Industrial Real Estate / Logistics,COMMIT,COMMIT,90,2026-09-01,2026-09-01,,,,,,250,,,,{},1440000,1440000,1296000,1152000,1440000,7200000,StratoSight_Opportunities_Import.csv,
STR-0030,Walmart POC,Walmart,Megan Smethurst,StratoSight,Retail / Distribution,DISCOVERY,PIPELINE,40,2026-02-01,2026-02-01,,,,,,1,,,,{},,,,,,,StratoSight_Opportunities_Import.csv,
STR-0031,Walmart Pilot,Walmart,Megan Smethurst,StratoSight,Retail / Distribution,SOLUTION_FIT,PIPELINE,50,2026-06-01,2026-06-01,,,,,,5,,,,{},2520000,2520000,1260000,2016000,2520000,5040000,StratoSight_Opportunities_Import.csv,
STR-0032,Walmart MSA,Walmart,Megan Smethurst,StratoSight,Retail / Distribution,COMMIT,COMMIT,90,2026-12-01,2026-12-01,,,,,,200,,,,{},1800000,1800000,1620000,1440000,1800000,7200000,StratoSight_Opportunities_Import.csv,
SITE-0001,Alsoenergy Active Site Portfolio,Alsoenergy,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,2,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0002,Argo Active Site Portfolio,Argo,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,12.986,MWDC,44,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0003,Aspen Active Site Portfolio,Aspen,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,3.735,MWDC,5,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0004,BR Group Active Site Portfolio,BR Group,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,10.084,MWDC,7,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0005,Brookfield Active Site Portfolio,Brookfield,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,265,MWDC,4,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0006,C2 Energy Active Site Portfolio,C2 Energy,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,42.682,MWDC,40,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0007,Calibrant Active Site Portfolio,Calibrant,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,7.45,MWDC,5,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0008,City OF Tucson Active Site Portfolio,City OF Tucson,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,20,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0009,Cleancapital Active Site Portfolio,Cleancapital,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,2.439,MWDC,14,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0010,Dvusd Active Site Portfolio,Dvusd,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,0.115,MWDC,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0011,Energea Active Site Portfolio,Energea,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,2,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0012,Erthos Active Site Portfolio,Erthos,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,0.274,MWDC,5,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0013,FedEx Active Site Portfolio,FedEx,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,0.269,MWDC,2,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0014,Geico Active Site Portfolio,Geico,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,2.452,MWDC,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0015,Goldman Sachs Active Site Portfolio,Goldman Sachs,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,25.053,MWDC,21,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0016,Greif Packaging Llc Active Site Portfolio,Greif Packaging Llc,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0017,Hanwha QCELLS Active Site Portfolio,Hanwha QCELLS,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,2.941,MWDC,6,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0018,Harrison ST Active Site Portfolio,Harrison ST,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,46.747,MWDC,18,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0019,Infiniti Active Site Portfolio,Infiniti,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,4.228,MWDC,15,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0020,LG Energy Active Site Portfolio,LG Energy,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,3,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0021,Mainspring Active Site Portfolio,Mainspring,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,8,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0022,Mohave Electric Active Site Portfolio,Mohave Electric,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,19.154,MWDC,2,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0023,Nautilus Solar Active Site Portfolio,Nautilus Solar,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,4,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0024,Onyx Active Site Portfolio,Onyx,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,43.429,MWDC,144,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0025,Pathward Active Site Portfolio,Pathward,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,0.8,MWDC,8,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0026,Phoenix Solar Active Site Portfolio,Phoenix Solar,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,5.88,MWDC,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0027,Pvusd Active Site Portfolio,Pvusd,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0028,STEM Active Site Portfolio,STEM,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,1,MWDC,139,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0029,Scale Microgrid Active Site Portfolio,Scale Microgrid,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,2.033,MWDC,23,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0030,Seaboard Active Site Portfolio,Seaboard,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,2,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0031,Sgk Energy Active Site Portfolio,Sgk Energy,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,0.298,MWDC,2,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0032,Siemens Active Site Portfolio,Siemens,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,7.902,MWDC,26,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0033,Sol Systems Active Site Portfolio,Sol Systems,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0034,Ssvec Active Site Portfolio,Ssvec,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0035,Sumter Active Site Portfolio,Sumter,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0036,Sunraise Active Site Portfolio,Sunraise,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,2,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0037,Town of Gila Bend Active Site Portfolio,Town of Gila Bend,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,,,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0038,Valta Active Site Portfolio,Valta,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,7.705,MWDC,16,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
SITE-0039,Wfec - Western Farmers Electric Cooperative Active Site Portfolio,Wfec - Western Farmers Electric Cooperative,Megan Smethurst,Renewables,Active Site Portfolio,CLOSED_WON,CLOSED,100,,,,,,0.25,MWDC,1,,,,{},,,,,,,Active Sites 1.xlsx / sites-import.tsv,date missing; active portfolio row aggregated from site export
